Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /workspace/reset-bali/templates with glob **/*.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/allauth/templates with glob **/*.
Watching dir /workspace/reset-bali/home/templates with glob **/*.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/cloudinary/templates with glob **/*.
Watching dir /workspace/reset-bali/profiles/templates with glob **/*.
Watching dir /workspace/reset-bali/accounts/templates with glob **/*.
Watching dir /workspace/reset-bali/contact/templates with glob **/*.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/crispy_forms/templates with glob **/*.
Watching dir /workspace/reset-bali/programmes/templates with glob **/*.
Watching dir /workspace/reset-bali/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/cloudinary_storage/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/cloudinary/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/crispy_forms/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/allauth/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/allauth/account/locale with glob **/*.mo.
Watching dir /workspace/.pip-modules/lib/python3.8/site-packages/allauth/socialaccount/locale with glob **/*.mo.
Watching dir /workspace/reset-bali/home/locale with glob **/*.mo.
Watching dir /workspace/reset-bali/accounts/locale with glob **/*.mo.
Watching dir /workspace/reset-bali/programmes/locale with glob **/*.mo.
Watching dir /workspace/reset-bali/contact/locale with glob **/*.mo.
Watching dir /workspace/reset-bali/profiles/locale with glob **/*.mo.
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/requests/packages.py first seen with mtime 1656529233.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/charset_normalizer/models.py first seen with mtime 1656529232.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/charset_normalizer/version.py first seen with mtime 1656529232.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/jinja2/idtracking.py first seen with mtime 1656529235.0
File /workspace/.pip-modules/lib/python3.8/site-packages/django/test/__init__.py first seen with mtime 1659089633.55154
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/xml/__init__.py first seen with mtime 1656529202.0
File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/messages/context_processors.py first seen with mtime 1659089633.32354
File /workspace/.pip-modules/lib/python3.8/site-packages/django/test/testcases.py first seen with mtime 1659089633.55154
File /workspace/.pip-modules/lib/python3.8/site-packages/cloudinary_storage/app_settings.py first seen with mtime 1659098716.8268015
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/jinja2/exceptions.py first seen with mtime 1656529235.0
File /workspace/.pip-modules/lib/python3.8/site-packages/django/contrib/messages/storage/session.py first seen with mtime 1659089633.32354
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/requests/hooks.py first seen with mtime 1656529233.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/lib-dynload/_multibytecodec.cpython-38-x86_64-linux-gnu.so first seen with mtime 1656529188.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/netrc.py first seen with mtime 1656529199.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/charset_normalizer/api.py first seen with mtime 1656529232.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/markupsafe/_speedups.cpython-38-x86_64-linux-gnu.so first seen with mtime 1656529231.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/site-packages/requests/exceptions.py first seen with mtime 1656529233.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/xml/dom/xmlbuilder.py first seen with mtime 1656529202.0
File /home/gitpod/.pyenv/versions/3.8.11/lib/python3.8/ast.py first seen with mtime 1656529199.0
